pathway	pval	padj	foldEnrichment	overlap	size	overlapGenes
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	1	1	0	0	5	
REACTOME_IRON_UPTAKE_AND_TRANSPORT	1	1	0	0	56	
REACTOME_IRS_MEDIATED_SIGNALLING	1	1	0	0	40	
REACTOME_ISG15_ANTIVIRAL_MECHANISM	1	1	0	0	28	
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	1	1	0	0	22	
REACTOME_JOSEPHIN_DOMAIN_DUBS	1	1	0	0	11	
REACTOME_KEAP1_NFE2L2_PATHWAY	1	1	0	0	64	
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	1	1	0	0	27	
REACTOME_KERATAN_SULFATE_DEGRADATION	1	1	0	0	15	
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1	1	0	0	35	
REACTOME_KETONE_BODY_METABOLISM	1	1	0	0	11	
REACTOME_KINESINS	1	1	0	0	57	
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	1	1	0	0	15	
REACTOME_LAGGING_STRAND_SYNTHESIS	1	1	0	0	20	
REACTOME_LAMININ_INTERACTIONS	1	1	0	0	15	
REACTOME_LDL_CLEARANCE	1	1	0	0	19	
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	1	1	0	0	7	
REACTOME_LGI_ADAM_INTERACTIONS	1	1	0	0	14	
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	1	1	0	0	7	
REACTOME_LINOLEIC_ACID_LA_METABOLISM	1	1	0	0	8	
REACTOME_LIPID_PARTICLE_ORGANIZATION	1	1	0	0	6	
REACTOME_LYSINE_CATABOLISM	1	1	0	0	12	
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	1	1	0	0	34	
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	1	1	0	0	14	
REACTOME_MACROAUTOPHAGY	1	1	0	0	128	
REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	1	1	0	0	178	
REACTOME_MALATE_ASPARTATE_SHUTTLE	1	1	0	0	9	
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	1	1	0	0	13	
REACTOME_MAPK1_ERK2_ACTIVATION	1	1	0	0	8	
REACTOME_MAPK3_ERK1_ACTIVATION	1	1	0	0	9	
REACTOME_MAPK6_MAPK4_SIGNALING	1	1	0	0	60	
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	1	1	0	0	18	
REACTOME_MELANIN_BIOSYNTHESIS	1	1	0	0	5	
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	1	1	0	0	17	
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	1	1	0	0	15	
REACTOME_METABOLISM_OF_COFACTORS	1	1	0	0	25	
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	1	1	0	0	17	
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	1	1	0	0	16	
REACTOME_METABOLISM_OF_POLYAMINES	1	1	0	0	45	
REACTOME_METABOLISM_OF_PORPHYRINS	1	1	0	0	30	
REACTOME_METABOLISM_OF_STEROIDS	1	1	0	0	126	
REACTOME_METABOLISM_OF_STEROID_HORMONES	1	1	0	0	44	
REACTOME_METALLOPROTEASE_DUBS	1	1	0	0	39	
REACTOME_METAL_ION_SLC_TRANSPORTERS	1	1	0	0	20	
REACTOME_METHYLATION	1	1	0	0	15	
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	1	1	0	0	6	
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	1	1	0	0	19	
REACTOME_MET_ACTIVATES_PTPN11	1	1	0	0	5	
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	1	1	0	0	11	
REACTOME_MET_ACTIVATES_RAS_SIGNALING	1	1	0	0	10	
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	1	1	0	0	5	
REACTOME_MET_PROMOTES_CELL_MOTILITY	1	1	0	0	30	
REACTOME_MET_RECEPTOR_ACTIVATION	1	1	0	0	6	
REACTOME_MET_RECEPTOR_RECYCLING	1	1	0	0	10	
REACTOME_MICRORNA_MIRNA_BIOGENESIS	1	1	0	0	6	
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	1	1	0	0	12	
REACTOME_MIRO_GTPASE_CYCLE	1	1	0	0	7	
REACTOME_MISCELLANEOUS_SUBSTRATES	1	1	0	0	27	
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	1	1	0	0	25	
REACTOME_MISMATCH_REPAIR	1	1	0	0	15	
REACTOME_MISMATCH_REPAIR_MMR_DIRECTED_BY_MSH2_MSH3_MUTSBETA	1	1	0	0	10	
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	1	1	0	0	16	
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	1	1	0	0	45	
REACTOME_MITOCHONDRIAL_BIOGENESIS	1	1	0	0	30	
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	1	1	0	0	17	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1	1	0	0	37	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	1	1	0	0	9	
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	1	1	0	0	11	
REACTOME_MITOCHONDRIAL_TRANSLATION	1	1	0	0	89	
REACTOME_MITOCHONDRIAL_UNCOUPLING	1	1	0	0	7	
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT	1	1	0	0	8	
REACTOME_MITOPHAGY	1	1	0	0	39	
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	1	1	0	0	120	
REACTOME_MITOTIC_G2_G2_M_PHASES	1	1	0	0	173	
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	1	1	0	0	210	
REACTOME_MITOTIC_PROMETAPHASE	1	1	0	0	191	
REACTOME_MITOTIC_PROPHASE	1	1	0	0	132	
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	1	1	0	0	110	
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	1	1	0	0	13	
REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES	1	1	0	0	12	
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	1	1	0	0	5	
REACTOME_MRNA_CAPPING	1	1	0	0	28	
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1	1	0	0	16	
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1	1	0	0	14	
REACTOME_MRNA_EDITING	1	1	0	0	7	
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	1	1	0	0	5	
REACTOME_MRNA_SPLICING	1	1	0	0	195	
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	1	1	0	0	47	
REACTOME_MTORC1_MEDIATED_SIGNALLING	1	1	0	0	24	
REACTOME_MTOR_SIGNALLING	1	1	0	0	41	
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	1	1	0	0	9	
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	1	1	0	0	5	
REACTOME_M_PHASE	1	1	0	0	385	
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	1	1	0	0	6	
REACTOME_NCAM1_INTERACTIONS	1	1	0	0	20	
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	1	1	0	0	38	
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	1	1	0	0	7	
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	1	1	0	0	6	
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	1	1	0	0	9	
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	1	1	0	0	33	
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	1	1	0	0	29	
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	1	1	0	0	31	
REACTOME_NEGATIVE_REGULATION_OF_FLT3	1	1	0	0	14	
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	1	1	0	0	42	
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	1	1	0	0	21	
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	1	1	0	0	8	
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	1	1	0	0	14	
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	1	1	0	0	9	
REACTOME_NETRIN_1_SIGNALING	1	1	0	0	15	
REACTOME_NEUREXINS_AND_NEUROLIGINS	1	1	0	0	31	
REACTOME_NEUROTRANSMITTER_CLEARANCE	1	1	0	0	8	
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	1	1	0	0	13	
REACTOME_NGF_STIMULATED_TRANSCRIPTION	1	1	0	0	6	
REACTOME_NICOTINAMIDE_SALVAGE	1	1	0	0	9	
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	1	1	0	0	13	
REACTOME_NOD1_2_SIGNALING_PATHWAY	1	1	0	0	31	
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	1	1	0	0	7	
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	1	1	0	0	66	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	1	1	0	0	113	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	1	1	0	0	94	
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0	0	18	
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	1	1	0	0	22	
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	1	1	0	0	12	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	1	1	0	0	6	
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	1	1	0	0	52	
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	1	1	0	0	14	
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	1	1	0	0	46	
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	1	1	0	0	65	
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	1	1	0	0	27	
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	1	1	0	0	44	
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	1	1	0	0	32	
REACTOME_NUCLEAR_RNA_DECAY	1	1	0	0	30	
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	1	1	0	0	11	
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	1	1	0	0	45	
REACTOME_NUCLEOTIDE_BIOSYNTHESIS	1	1	0	0	14	
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	1	1	0	0	105	
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	1	1	0	0	15	
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	1	1	0	0	25	
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	1	1	0	0	5	
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	1	1	0	0	15	
REACTOME_OAS_ANTIVIRAL_RESPONSE	1	1	0	0	5	
REACTOME_OLFACTORY_SIGNALING_PATHWAY	1	1	0	0	70	
REACTOME_ONCOGENE_INDUCED_SENESCENCE	1	1	0	0	16	
REACTOME_OPSINS	1	1	0	0	8	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	1	1	0	0	57	
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	1	1	0	0	8	
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	1	1	0	0	213	
REACTOME_ORGANIC_ANION_TRANSPORTERS	1	1	0	0	12	
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	1	1	0	0	12	
REACTOME_ORGANIC_CATION_TRANSPORT	1	1	0	0	8	
REACTOME_OTHER_INTERLEUKIN_SIGNALING	1	1	0	0	15	
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	1	1	0	0	32	
REACTOME_P38MAPK_EVENTS	1	1	0	0	7	
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	1	1	0	0	13	
REACTOME_P75NTR_REGULATES_AXONOGENESIS	1	1	0	0	9	
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	1	1	0	0	16	
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	1	1	0	0	85	
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	1	1	0	0	11	
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	1	1	0	0	21	
REACTOME_PCP_CE_PATHWAY	1	1	0	0	73	
REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR	1	1	0	0	6	
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	1	1	0	0	15	
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	1	1	0	0	11	
REACTOME_PEPTIDE_HORMONE_METABOLISM	1	1	0	0	61	
REACTOME_PEROXISOMAL_LIPID_METABOLISM	1	1	0	0	27	
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	1	1	0	0	65	
REACTOME_PEXOPHAGY	1	1	0	0	10	
REACTOME_PHASE_0_RAPID_DEPOLARISATION	1	1	0	0	8	
REACTOME_PHASE_2_PLATEAU_PHASE	1	1	0	0	14	
REACTOME_PHASE_3_RAPID_REPOLARISATION	1	1	0	0	8	
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	1	1	0	0	18	
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	1	1	0	0	11	
REACTOME_PHENYLALANINE_METABOLISM	1	1	0	0	6	
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	1	1	0	0	9	
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	1	1	0	0	7	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1	1	1	0	0	16	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	1	1	0	0	17	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	1	1	0	0	15	
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	1	1	0	0	21	
REACTOME_PHOSPHORYLATION_OF_EMI1	1	1	0	0	6	
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	1	1	0	0	20	
REACTOME_PHYSIOLOGICAL_FACTORS	1	1	0	0	7	
REACTOME_PI3K_AKT_ACTIVATION	1	1	0	0	8	
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	1	1	0	0	14	
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	1	1	0	0	8	
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	1	1	0	0	9	
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	1	1	0	0	32	
REACTOME_PI_3K_CASCADE_FGFR1	1	1	0	0	21	
REACTOME_PI_3K_CASCADE_FGFR2	1	1	0	0	22	
REACTOME_PI_3K_CASCADE_FGFR3	1	1	0	0	18	
REACTOME_PI_3K_CASCADE_FGFR4	1	1	0	0	20	
REACTOME_PI_METABOLISM	1	1	0	0	76	
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	1	1	0	0	16	
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	1	1	0	0	65	
REACTOME_PKR_MEDIATED_SIGNALING	1	1	0	0	65	
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	1	1	0	0	18	
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	1	1	0	0	8	
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	1	1	0	0	5	
REACTOME_POLYMERASE_SWITCHING	1	1	0	0	14	
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	1	1	0	0	25	
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	1	1	0	0	30	
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	1	1	0	0	22	
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	1	1	0	0	15	
REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS	1	1	0	0	6	
REACTOME_POTASSIUM_CHANNELS	1	1	0	0	97	
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	1	1	0	0	78	
REACTOME_PREGNENOLONE_BIOSYNTHESIS	1	1	0	0	12	
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	1	1	0	0	11	
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	1	1	0	0	21	
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	1	1	0	0	7	
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	1	1	0	0	5	
REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO	1	1	0	0	10	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	1	1	0	0	29	
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1	1	0	0	263	
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	1	1	0	0	94	
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	1	1	0	0	20	
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	1	1	0	0	18	
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	1	1	0	0	15	
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	1	1	0	0	14	
REACTOME_PROPIONYL_COA_CATABOLISM	1	1	0	0	5	
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	1	1	0	0	19	
REACTOME_PROTEASOME_ASSEMBLY	1	1	0	0	47	
REACTOME_PROTEIN_HYDROXYLATION	1	1	0	0	18	
REACTOME_PROTEIN_LIPOYLATION	1	1	0	0	10	
REACTOME_PROTEIN_METHYLATION	1	1	0	0	19	
REACTOME_PROTEIN_REPAIR	1	1	0	0	6	
REACTOME_PROTEIN_UBIQUITINATION	1	1	0	0	73	
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	1	1	0	0	6	
REACTOME_PTEN_REGULATION	1	1	0	0	84	
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	1	1	0	0	6	
REACTOME_PTK6_REGULATES_CELL_CYCLE	1	1	0	0	6	
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	1	1	0	0	5	
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	1	1	0	0	13	
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	1	1	0	0	9	
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	1	1	0	0	11	
REACTOME_PYRIMIDINE_SALVAGE	1	1	0	0	11	
REACTOME_PYROPTOSIS	1	1	0	0	21	
REACTOME_PYRUVATE_METABOLISM	1	1	0	0	44	
REACTOME_RAF_ACTIVATION	1	1	0	0	35	
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	1	1	0	0	22	
REACTOME_RAP1_SIGNALLING	1	1	0	0	15	
REACTOME_RAS_PROCESSING	1	1	0	0	28	
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	1	1	0	0	9	
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	1	1	0	0	11	
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	1	1	0	0	30	
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	1	1	0	0	86	
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	1	1	0	0	17	
REACTOME_RECYCLING_OF_EIF2_GDP	1	1	0	0	8	
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	1	1	0	0	14	
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	1	1	0	0	10	
REACTOME_REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE	1	1	0	0	35	
REACTOME_REGULATION_OF_BACH1_ACTIVITY	1	1	0	0	11	
REACTOME_REGULATION_OF_CDH11_EXPRESSION_AND_FUNCTION	1	1	0	0	12	
REACTOME_REGULATION_OF_CDH11_FUNCTION	1	1	0	0	8	
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	1	1	0	0	7	
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	1	1	0	0	8	
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	1	1	0	0	102	
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	1	1	0	0	7	
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	1	1	0	0	6	
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	1	1	0	0	20	
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	1	1	0	0	6	
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	1	1	0	0	64	
REACTOME_REGULATION_OF_IFNA_IFNB_SIGNALING	1	1	0	0	23	
REACTOME_REGULATION_OF_IFNG_SIGNALING	1	1	0	0	9	
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	1	1	0	0	13	
REACTOME_REGULATION_OF_KIT_SIGNALING	1	1	0	0	13	
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	1	1	0	0	17	
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	1	1	0	0	12	
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION	1	1	0	0	8	
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION	1	1	0	0	7	
REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING	1	1	0	0	16	
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	1	1	0	0	37	
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	1	1	0	0	82	
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	1	1	0	0	27	
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	1	1	0	0	9	
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	1	1	0	0	55	
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	1	1	0	0	15	
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM	1	1	0	0	33	
REACTOME_REGULATION_OF_RAS_BY_GAPS	1	1	0	0	53	
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	1	1	0	0	7	
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	1	1	0	0	43	
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	1	1	0	0	21	
REACTOME_REGULATION_OF_TBK1_IKK_IKBKE_MEDIATED_ACTIVATION_OF_IRF3_IRF7	1	1	0	0	14	
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	1	1	0	0	21	
REACTOME_REGULATION_OF_TNFR1_SIGNALING	1	1	0	0	46	
REACTOME_REGULATION_OF_TP53_ACTIVITY	1	1	0	0	154	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	1	1	0	0	29	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	1	1	0	0	14	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	1	1	0	0	18	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	1	1	0	0	90	
REACTOME_REGULATION_OF_TP53_DEGRADATION	1	1	0	0	35	
REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	1	1	0	0	72	
REACTOME_RELAXIN_RECEPTORS	1	1	0	0	8	
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	1	1	0	0	7	
REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL	1	1	0	0	7	
REACTOME_REPRESSION_OF_WNT_TARGET_GENES	1	1	0	0	10	
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	1	1	0	0	38	
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	1	1	0	0	25	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	1	1	0	0	34	
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	1	1	0	0	122	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1	1	0	0	135	
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	1	1	0	0	11	
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	1	1	0	0	45	
REACTOME_RET_SIGNALING	1	1	0	0	38	
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	1	1	0	0	12	
REACTOME_RHOBTB1_GTPASE_CYCLE	1	1	0	0	22	
REACTOME_RHOBTB2_GTPASE_CYCLE	1	1	0	0	22	
REACTOME_RHOBTB3_ATPASE_CYCLE	1	1	0	0	10	
REACTOME_RHOBTB_GTPASE_CYCLE	1	1	0	0	34	
REACTOME_RHOF_GTPASE_CYCLE	1	1	0	0	41	
REACTOME_RHOU_GTPASE_CYCLE	1	1	0	0	39	
REACTOME_RHOV_GTPASE_CYCLE	1	1	0	0	36	
REACTOME_RHO_GTPASES_ACTIVATE_CIT	1	1	0	0	7	
